timestamp,kwh,building
2024-01-30 02:00:00,21.55,Library
2024-01-30 03:00:00,33.56,Library
2024-01-30 04:00:00,21.79,Library
2024-01-30 05:00:00,59.27,Library
2024-01-30 06:00:00,45.52,Library
2024-01-30 07:00:00,35.99,Library
2024-01-30 08:00:00,44.37,Library
2024-01-30 09:00:00,24.44,Library
2024-01-30 10:00:00,40.62,Library
2024-01-30 11:00:00,59.18,Library
2024-01-30 12:00:00,39.26,Library
2024-01-30 13:00:00,56.27,Library
2024-01-30 14:00:00,56.95,Library
2024-01-30 15:00:00,39.63,Library
2024-01-30 16:00:00,33.97,Library
2024-01-30 17:00:00,36.68,Library
2024-01-30 18:00:00,44.83,Library
2024-01-30 19:00:00,46.3,Library
2024-01-30 20:00:00,52.4,Library
2024-01-30 21:00:00,45.58,Library
2024-01-30 22:00:00,19.2,Library
2024-01-30 23:00:00,57.24,Library
2024-01-31 00:00:00,18.14,Library
2024-01-31 01:00:00,42.4,Library
2024-01-31 02:00:00,22.51,Library
2024-01-31 03:00:00,36.67,Library
2024-01-31 04:00:00,51.61,Library
2024-01-31 05:00:00,55.53,Library
2024-01-31 06:00:00,47.05,Library
2024-01-31 07:00:00,31.41,Library
2024-01-31 08:00:00,25.18,Library
2024-01-31 09:00:00,58.75,Library
2024-01-31 10:00:00,20.13,Library
2024-01-31 11:00:00,56.24,Library
2024-01-31 12:00:00,58.13,Library
2024-01-31 13:00:00,26.48,Library
2024-01-31 14:00:00,38.56,Library
2024-01-31 15:00:00,20.57,Library
2024-01-31 16:00:00,47.5,Library
2024-01-31 17:00:00,48.49,Library
2024-01-31 18:00:00,26.76,Library
2024-01-31 19:00:00,42.95,Library
2024-01-31 20:00:00,55.11,Library
2024-01-31 21:00:00,24.39,Library
2024-01-31 22:00:00,17.33,Library
2024-01-31 23:00:00,32.68,Library
